day,time,place1,place2,place3,sun_intensity,sun_time,elec_intensity
0,0,1,0,0,0.17,0.25,0.0
0,1,1,0,0,0.1753333333333333,0.2583333333333333,0.0
0,2,1,0,0,0.1806666666666666,0.2666666666666666,0.0018227638347084617
0,3,1,0,0,0.186,0.275,0.0028584251044291784
0,4,1,0,0,0.1913333333333333,0.2833333333333333,0.00248558704732972
0,5,1,0,0,0.1966666666666666,0.2916666666666667,0.0033969689646839506
0,6,1,0,0,0.202,0.3,0.003914799599544309
0,7,1,0,0,0.2073333333333333,0.3083333333333333,0.003956226050333138
0,8,1,0,0,0.2126666666666667,0.3166666666666666,0.0032312631615286362
0,9,1,0,0,0.218,0.325,0.001118514171298374
0,10,1,0,0,0.2233333333333333,0.3333333333333333,0.00296199123140125
0,11,1,0,0,0.2286666666666666,0.3416666666666667,0.004701902164532054
0,12,1,0,0,0.234,0.35,0.00186419028549729
0,13,1,0,0,0.2393333333333333,0.3583333333333333,0.0018227638347084617
0,14,1,0,0,0.2446666666666667,0.3666666666666666,0.0042105572932907825
0,15,1,0,0,0.25,0.375,0.0023198812441744053
0,16,1,0,0,0.2553333333333333,0.3833333333333333,0.00530258570097007
0,17,1,0,0,0.2606666666666667,0.3916666666666666,0.012593641039803915
0,18,1,0,0,0.2659999999999999,0.4,0.014471640142230813
0,19,1,0,0,0.2713333333333333,0.4083333333333333,0.019166637898298065
0,20,1,0,0,0.2766666666666666,0.4166666666666667,0.024717782304001103
0,21,1,0,0,0.282,0.425,0.028777574481306318
0,22,1,0,0,0.2873333333333333,0.4333333333333333,0.036344806158732354
0,23,1,0,0,0.2926666666666667,0.4416666666666666,0.035295336072082024
0,24,1,0,0,0.298,0.45,0.02999275037111196
0,25,1,0,0,0.3033333333333334,0.4583333333333333,0.03051748541443712
0,26,1,0,0,0.3086666666666666,0.4666666666666667,0.016681050850968344
0,27,1,0,0,0.314,0.475,0.03002036800497118
0,28,1,0,0,0.3193333333333333,0.4833333333333333,0.040653157040770535
0,29,1,0,0,0.3246666666666667,0.4916666666666666,0.03634661715111657
0,30,1,0,0,0.33,0.5,0.04375323644146788
0,31,1,0,0,0.3423333333333334,0.5083333333333333,0.04044602478682639
0,32,1,0,0,0.3546666666666667,0.5166666666666667,0.03732523216073463
0,33,1,0,0,0.367,0.525,0.025898436151482723
0,34,1,0,0,0.3793333333333333,0.5333333333333333,0.02649911968792074
0,35,1,0,0,0.3916666666666667,0.5416666666666666,0.03747022473849553
0,36,1,0,0,0.404,0.55,0.04008009113819174
0,37,1,0,0,0.4163333333333334,0.5583333333333333,0.029813235751027033
0,38,1,0,0,0.4286666666666666,0.5666666666666667,0.036448372285704425
0,39,1,0,0,0.441,0.575,0.05940553043118031
0,40,1,0,0,0.4533333333333333,0.5833333333333334,0.06421099872268443
0,41,1,0,0,0.4656666666666667,0.5916666666666667,0.06292677874823076
0,42,1,0,0,0.478,0.6,0.06622018158594263
0,43,1,0,0,0.4903333333333333,0.6083333333333333,0.06721441640487452
0,44,1,0,0,0.5026666666666667,0.6166666666666667,0.06742154865881866
0,45,1,0,0,0.515,0.625,0.07084602207033781
0,46,1,0,0,0.5273333333333333,0.6333333333333333,0.07291055338833846
0,47,1,0,0,0.5396666666666667,0.6416666666666667,0.0764318017053889
0,48,1,0,0,0.552,0.65,0.07705319846722132
0,49,1,0,0,0.5643333333333334,0.6583333333333333,0.07767459522905376
0,50,1,0,0,0.5766666666666667,0.6666666666666666,0.08098871129216005
0,51,1,0,0,0.5890000000000001,0.675,0.0822315048158249
0,52,1,0,0,0.6013333333333334,0.6833333333333333,0.06938930507128802
0,53,1,0,0,0.6136666666666668,0.6916666666666667,0.06793937929367902
0,54,1,0,0,0.626,0.7,0.08161010805399248
0,55,1,0,0,0.6383333333333333,0.7083333333333334,0.07063209859495288
0,56,1,0,0,0.6506666666666666,0.7166666666666667,0.0702178340870646
0,57,1,0,0,0.663,0.725,0.08243863706976905
0,58,1,0,0,0.6753333333333333,0.7333333333333333,0.08658128214865192
