day,time,place1,place2,place3,sun_intensity,sun_time,elec_intensity
11,0,0,0,1,0.135,0.05,0.0
11,1,0,0,1,0.1391666666666666,0.0516666666666666,0.0
11,2,0,0,1,0.1433333333333333,0.0533333333333333,0.0
11,3,0,0,1,0.1475,0.055,0.0
11,4,0,0,1,0.1516666666666666,0.0566666666666666,0.0
11,5,0,0,1,0.1558333333333333,0.0583333333333333,0.0
11,6,0,0,1,0.16,0.06,0.0
11,7,0,0,1,0.1641666666666666,0.0616666666666666,0.0
11,8,0,0,1,0.1683333333333333,0.0633333333333333,0.0
11,9,0,0,1,0.1725,0.065,0.0
11,10,0,0,1,0.1766666666666666,0.0666666666666666,0.0
11,11,0,0,1,0.1808333333333333,0.0683333333333333,0.0
11,12,0,0,1,0.185,0.07,0.0
11,13,0,0,1,0.1891666666666666,0.0716666666666666,0.0
11,14,0,0,1,0.1933333333333333,0.0733333333333333,0.0
11,15,0,0,1,0.1975,0.075,0.0
11,16,0,0,1,0.2016666666666667,0.0766666666666666,0.0
11,17,0,0,1,0.2058333333333333,0.0783333333333333,0.0
11,18,0,0,1,0.21,0.08,0.0
11,19,0,0,1,0.2141666666666666,0.0816666666666666,0.0
11,20,0,0,1,0.2183333333333333,0.0833333333333333,0.0
11,21,0,0,1,0.2225,0.085,0.0
11,22,0,0,1,0.2266666666666666,0.0866666666666666,0.0
11,23,0,0,1,0.2308333333333333,0.0883333333333333,0.0
11,24,0,0,1,0.235,0.09,0.0
11,25,0,0,1,0.2391666666666667,0.0916666666666666,0.0
11,26,0,0,1,0.2433333333333333,0.0933333333333333,0.0
11,27,0,0,1,0.2475,0.095,0.0
11,28,0,0,1,0.2516666666666666,0.0966666666666666,0.0
11,29,0,0,1,0.2558333333333333,0.0983333333333333,0.0
11,30,0,0,1,0.26,0.1,0.0
11,31,0,0,1,0.2703333333333333,0.115,0.0
11,32,0,0,1,0.2806666666666667,0.13,0.0
11,33,0,0,1,0.291,0.145,0.0
11,34,0,0,1,0.3013333333333333,0.16,0.0
11,35,0,0,1,0.3116666666666667,0.175,0.0
11,36,0,0,1,0.322,0.19,0.0
11,37,0,0,1,0.3323333333333333,0.205,0.0
11,38,0,0,1,0.3426666666666666,0.22,0.0
11,39,0,0,1,0.353,0.235,0.0
11,40,0,0,1,0.3633333333333333,0.25,0.0
11,41,0,0,1,0.3736666666666667,0.265,0.0
11,42,0,0,1,0.384,0.28,0.0
11,43,0,0,1,0.3943333333333333,0.295,0.0
11,44,0,0,1,0.4046666666666667,0.31,0.0
11,45,0,0,1,0.415,0.325,0.0
11,46,0,0,1,0.4253333333333334,0.3399999999999999,0.0
11,47,0,0,1,0.4356666666666667,0.355,0.0
11,48,0,0,1,0.4459999999999999,0.37,0.0
11,49,0,0,1,0.4563333333333333,0.385,0.0
11,50,0,0,1,0.4666666666666667,0.4,0.0
11,51,0,0,1,0.477,0.415,0.0
11,52,0,0,1,0.4873333333333333,0.43,0.0
11,53,0,0,1,0.4976666666666666,0.445,0.0
11,54,0,0,1,0.508,0.46,0.0
11,55,0,0,1,0.5183333333333333,0.475,0.0
11,56,0,0,1,0.5286666666666666,0.49,0.0
11,57,0,0,1,0.539,0.505,0.0
11,58,0,0,1,0.5493333333333333,0.52,0.0
11,59,0,0,1,0.5596666666666666,0.535,0.0
11,60,0,0,1,0.5700000000000001,0.55,0.0
11,61,0,0,1,0.5803333333333334,0.565,0.0
11,62,0,0,1,0.5906666666666667,0.58,0.0
11,63,0,0,1,0.6010000000000001,0.5950000000000001,0.0
11,64,0,0,1,0.6113333333333333,0.61,0.0
11,65,0,0,1,0.6216666666666666,0.625,0.0
11,66,0,0,1,0.632,0.64,0.0
11,67,0,0,1,0.6423333333333334,0.6549999999999999,0.0
11,68,0,0,1,0.6526666666666666,0.67,0.0
11,69,0,0,1,0.663,0.685,0.0
11,70,0,0,1,0.6733333333333335,0.7,0.0
11,71,0,0,1,0.6836666666666666,0.715,0.0
11,72,0,0,1,0.6940000000000001,0.73,0.0
11,73,0,0,1,0.7043333333333334,0.745,0.0
11,74,0,0,1,0.7146666666666666,0.76,0.0
11,75,0,0,1,0.725,0.775,0.0
11,76,0,0,1,0.7353333333333333,0.7899999999999999,0.0
11,77,0,0,1,0.7456666666666667,0.8049999999999999,0.0
11,78,0,0,1,0.756,0.8200000000000001,0.0
11,79,0,0,1,0.7663333333333333,0.8350000000000001,0.0
11,80,0,0,1,0.7766666666666667,0.85,0.0
11,81,0,0,1,0.787,0.865,0.0
11,82,0,0,1,0.7973333333333332,0.88,0.0
11,83,0,0,1,0.8076666666666666,0.895,0.0
11,84,0,0,1,0.8180000000000001,0.91,0.0
11,85,0,0,1,0.8283333333333333,0.925,0.0
11,86,0,0,1,0.8386666666666667,0.94,0.0
11,87,0,0,1,0.8490000000000001,0.955,0.0
11,88,0,0,1,0.8593333333333334,0.97,0.0
11,89,0,0,1,0.8696666666666667,0.985,0.0
11,90,0,0,1,0.88,1.0,0.0
11,91,0,0,1,0.8898333333333334,1.0,0.0
11,92,0,0,1,0.8996666666666666,1.0,0.0
11,93,0,0,1,0.9095,1.0,0.0
11,94,0,0,1,0.9193333333333334,1.0,0.0
11,95,0,0,1,0.9291666666666668,1.0,0.0
11,96,0,0,1,0.939,1.0,0.0
11,97,0,0,1,0.9488333333333332,1.0,0.0
11,98,0,0,1,0.9586666666666666,1.0,0.0
11,99,0,0,1,0.9685,1.0,0.0
11,100,0,0,1,0.9783333333333334,1.0,0.0
11,101,0,0,1,0.9881666666666664,1.0,0.0
11,102,0,0,1,0.998,1.0,0.0
11,103,0,0,1,1.0078333333333334,1.0,0.0
11,104,0,0,1,1.0176666666666665,1.0,0.0
11,105,0,0,1,1.0275,1.0,0.0
11,106,0,0,1,1.0373333333333332,1.0,0.0
11,107,0,0,1,1.0471666666666666,1.0,0.0
11,108,0,0,1,1.057,1.0,0.0
11,109,0,0,1,1.066833333333333,1.0,0.0
11,110,0,0,1,1.0766666666666669,1.0,0.0
11,111,0,0,1,1.0865,1.0,0.0
11,112,0,0,1,1.0963333333333334,1.0,0.0
11,113,0,0,1,1.1061666666666667,1.0,0.0
11,114,0,0,1,1.116,1.0,0.0
11,115,0,0,1,1.1258333333333332,1.0,0.0
11,116,0,0,1,1.1356666666666666,1.0,0.0
11,117,0,0,1,1.1454999999999995,1.0,0.0
11,118,0,0,1,1.155333333333333,1.0,0.0
11,119,0,0,1,1.165166666666667,1.0,0.0
11,120,0,0,1,1.175,1.0,0.0
11,121,0,0,1,1.1848333333333334,1.0,0.0
11,122,0,0,1,1.1946666666666668,1.0,0.0
11,123,0,0,1,1.2045,1.0,0.0
11,124,0,0,1,1.2143333333333333,1.0,0.0
11,125,0,0,1,1.2241666666666664,1.0,0.0
11,126,0,0,1,1.2340000000000002,1.0,0.0
11,127,0,0,1,1.2438333333333331,1.0,0.0
11,128,0,0,1,1.2536666666666667,1.0,0.0
11,129,0,0,1,1.2635,1.0,0.0
11,130,0,0,1,1.2733333333333334,1.0,0.0
11,131,0,0,1,1.2831666666666666,1.0,0.0
11,132,0,0,1,1.293,1.0,0.0
11,133,0,0,1,1.3028333333333333,1.0,0.0
11,134,0,0,1,1.3126666666666664,1.0,0.0
11,135,0,0,1,1.3225000000000002,1.0,0.0
11,136,0,0,1,1.3323333333333334,1.0,0.0
11,137,0,0,1,1.3421666666666667,1.0,0.0
11,138,0,0,1,1.352,1.0,0.0
11,139,0,0,1,1.3618333333333337,1.0,0.0
11,140,0,0,1,1.3716666666666666,1.0,0.0
11,141,0,0,1,1.3815,1.0,0.0
11,142,0,0,1,1.3913333333333333,1.0,0.0
11,143,0,0,1,1.4011666666666664,1.0,0.0
11,144,0,0,1,1.411,1.0,0.0
11,145,0,0,1,1.4208333333333334,1.0,0.0
11,146,0,0,1,1.4306666666666663,1.0,0.0
11,147,0,0,1,1.4405,1.0,0.0
11,148,0,0,1,1.4503333333333337,1.0,0.0
11,149,0,0,1,1.4601666666666666,1.0,0.0
11,150,0,0,1,1.47,1.0,0.0
11,151,0,0,1,1.4753333333333336,1.0,0.0
11,152,0,0,1,1.4806666666666668,1.0,0.0
11,153,0,0,1,1.486,1.0,0.0
11,154,0,0,1,1.4913333333333332,1.0,0.0
11,155,0,0,1,1.4966666666666666,1.0,0.0
11,156,0,0,1,1.5019999999999998,1.0,0.0
11,157,0,0,1,1.5073333333333332,1.0,0.0
11,158,0,0,1,1.5126666666666666,1.0,0.0
11,159,0,0,1,1.518,1.0,0.0
11,160,0,0,1,1.5233333333333334,1.0,0.0
11,161,0,0,1,1.5286666666666666,1.0,0.0
11,162,0,0,1,1.534,1.0,0.0
11,163,0,0,1,1.5393333333333332,1.0,0.0
11,164,0,0,1,1.5446666666666669,1.0,0.0
11,165,0,0,1,1.55,1.0,0.0
11,166,0,0,1,1.5553333333333332,1.0,0.0
11,167,0,0,1,1.5606666666666666,1.0,0.0
11,168,0,0,1,1.566,1.0,0.0
11,169,0,0,1,1.5713333333333332,1.0,0.0
11,170,0,0,1,1.5766666666666669,1.0,0.0
11,171,0,0,1,1.582,1.0,0.0
11,172,0,0,1,1.5873333333333337,1.0,0.0
11,173,0,0,1,1.592666666666667,1.0,0.0
11,174,0,0,1,1.598,1.0,0.0
11,175,0,0,1,1.603333333333333,1.0,0.0
11,176,0,0,1,1.6086666666666667,1.0,0.0
11,177,0,0,1,1.614,1.0,0.0
11,178,0,0,1,1.6193333333333333,1.0,0.0
11,179,0,0,1,1.6246666666666667,1.0,0.0
11,180,0,0,1,1.63,1.0,0.0
11,181,0,0,1,1.6353333333333333,1.0,0.0
11,182,0,0,1,1.6406666666666667,1.0,0.0
11,183,0,0,1,1.646,1.0,0.0
11,184,0,0,1,1.651333333333333,1.0,0.0
11,185,0,0,1,1.6566666666666667,1.0,0.0
11,186,0,0,1,1.662,1.0,0.0
11,187,0,0,1,1.6673333333333331,1.0,0.0
11,188,0,0,1,1.6726666666666663,1.0,0.0
11,189,0,0,1,1.6780000000000002,1.0,0.0
11,190,0,0,1,1.6833333333333331,1.0,0.0
11,191,0,0,1,1.6886666666666663,1.0,0.0
11,192,0,0,1,1.6940000000000002,1.0,0.0
11,193,0,0,1,1.6993333333333331,1.0,0.0
11,194,0,0,1,1.7046666666666668,1.0,0.0
11,195,0,0,1,1.71,1.0,0.0
11,196,0,0,1,1.7153333333333334,1.0,0.0
11,197,0,0,1,1.7206666666666666,1.0,0.0
11,198,0,0,1,1.726,1.0,0.0
11,199,0,0,1,1.7313333333333334,1.0,0.0
11,200,0,0,1,1.7366666666666668,1.0,0.0
11,201,0,0,1,1.7420000000000002,1.0,0.0
11,202,0,0,1,1.7473333333333334,1.0,0.0
11,203,0,0,1,1.7526666666666666,1.0,0.0
11,204,0,0,1,1.7579999999999998,1.0,0.0
11,205,0,0,1,1.7633333333333332,1.0,0.0
11,206,0,0,1,1.7686666666666668,1.0,0.0
11,207,0,0,1,1.774,1.0,0.0
11,208,0,0,1,1.7793333333333334,1.0,0.0
11,209,0,0,1,1.7846666666666666,1.0,0.0
11,210,0,0,1,1.79,1.0,0.0
11,211,0,0,1,1.7926666666666666,1.0,0.0
11,212,0,0,1,1.7953333333333334,1.0,0.0
11,213,0,0,1,1.7979999999999998,1.0,0.0
11,214,0,0,1,1.8006666666666669,1.0,0.0
11,215,0,0,1,1.8033333333333332,1.0,0.0
11,216,0,0,1,1.806,1.0,0.0
11,217,0,0,1,1.8086666666666669,1.0,0.0
11,218,0,0,1,1.8113333333333328,1.0,0.0
11,219,0,0,1,1.814,1.0,0.0
11,220,0,0,1,1.8166666666666669,1.0,0.0
11,221,0,0,1,1.8193333333333332,1.0,0.0
11,222,0,0,1,1.822,1.0,0.0
11,223,0,0,1,1.8246666666666664,1.0,0.0
11,224,0,0,1,1.8273333333333333,1.0,0.0
11,225,0,0,1,1.83,1.0,0.0
11,226,0,0,1,1.8326666666666669,1.0,0.0
11,227,0,0,1,1.8353333333333333,1.0,0.0
11,228,0,0,1,1.838,1.0,0.0
11,229,0,0,1,1.840666666666667,1.0,0.0
11,230,0,0,1,1.8433333333333333,1.0,0.0
11,231,0,0,1,1.846,1.0,0.0
11,232,0,0,1,1.8486666666666665,1.0,0.0
11,233,0,0,1,1.8513333333333333,1.0,0.0
11,234,0,0,1,1.854,1.0,0.0
11,235,0,0,1,1.856666666666667,1.0,0.0
11,236,0,0,1,1.8593333333333333,1.0,0.0
11,237,0,0,1,1.862,1.0,0.0
11,238,0,0,1,1.8646666666666667,1.0,0.0
11,239,0,0,1,1.8673333333333333,1.0,0.0
11,240,0,0,1,1.87,1.0,0.0
11,241,0,0,1,1.8726666666666667,1.0,0.0
11,242,0,0,1,1.8753333333333333,1.0,0.0
11,243,0,0,1,1.878,1.0,0.0
11,244,0,0,1,1.8806666666666667,1.0,0.0
11,245,0,0,1,1.8833333333333333,1.0,0.0
11,246,0,0,1,1.886,1.0,0.0
11,247,0,0,1,1.8886666666666665,1.0,0.0
11,248,0,0,1,1.891333333333333,1.0,0.0
11,249,0,0,1,1.894,1.0,0.0
11,250,0,0,1,1.8966666666666667,1.0,0.0
11,251,0,0,1,1.899333333333333,1.0,0.0
11,252,0,0,1,1.902,1.0,0.0
11,253,0,0,1,1.9046666666666667,1.0,0.0
11,254,0,0,1,1.907333333333333,1.0,0.0
11,255,0,0,1,1.91,1.0,0.0
11,256,0,0,1,1.9126666666666667,1.0,0.0
11,257,0,0,1,1.915333333333333,1.0,0.0
11,258,0,0,1,1.918,1.0,0.0
11,259,0,0,1,1.9206666666666663,1.0,0.0
11,260,0,0,1,1.9233333333333331,1.0,0.0
11,261,0,0,1,1.926,1.0,0.0
11,262,0,0,1,1.9286666666666668,1.0,0.0
11,263,0,0,1,1.9313333333333331,1.0,0.0
11,264,0,0,1,1.934,1.0,0.0
11,265,0,0,1,1.9366666666666668,1.0,0.0
11,266,0,0,1,1.9393333333333331,1.0,0.0
11,267,0,0,1,1.942,1.0,0.0
11,268,0,0,1,1.9446666666666663,1.0,0.0
11,269,0,0,1,1.9473333333333331,1.0,0.0
11,270,0,0,1,1.95,1.0,0.0
11,271,0,0,1,1.9503333333333333,1.0,0.0
11,272,0,0,1,1.9506666666666663,1.0,0.0
11,273,0,0,1,1.951,1.0,0.0
11,274,0,0,1,1.9513333333333331,1.0,0.0
11,275,0,0,1,1.9516666666666669,1.0,0.0
11,276,0,0,1,1.952,1.0,0.0
11,277,0,0,1,1.952333333333333,1.0,0.0
11,278,0,0,1,1.9526666666666663,1.0,0.0
11,279,0,0,1,1.953,1.0,0.0
11,280,0,0,1,1.9533333333333331,1.0,0.0
11,281,0,0,1,1.9536666666666669,1.0,0.0
11,282,0,0,1,1.954,1.0,0.0
11,283,0,0,1,1.9543333333333333,1.0,0.0
11,284,0,0,1,1.9546666666666668,1.0,0.0
11,285,0,0,1,1.955,1.0,0.0
11,286,0,0,1,1.9553333333333327,1.0,0.0
11,287,0,0,1,1.9556666666666669,1.0,0.0
11,288,0,0,1,1.956,1.0,0.0
11,289,0,0,1,1.9563333333333333,1.0,0.0
11,290,0,0,1,1.9566666666666668,1.0,0.0
11,291,0,0,1,1.957,1.0,0.0
11,292,0,0,1,1.9573333333333331,1.0,0.0
11,293,0,0,1,1.9576666666666669,1.0,0.0
11,294,0,0,1,1.958,1.0,0.0
11,295,0,0,1,1.9583333333333333,1.0,0.0
11,296,0,0,1,1.9586666666666663,1.0,0.0
11,297,0,0,1,1.959,1.0,0.0
11,298,0,0,1,1.9593333333333331,1.0,0.0
11,299,0,0,1,1.959666666666667,1.0,0.0
11,300,0,0,1,1.96,1.0,0.0
