day,time,place1,place2,place3,sun_intensity,sun_time,elec_intensity
4,0,0,0,1,0.45,0.45,0.0
4,1,0,0,1,0.465,0.465,0.0
4,2,0,0,1,0.48,0.48,0.0
4,3,0,0,1,0.495,0.495,0.0
4,4,0,0,1,0.51,0.51,0.0
4,5,0,0,1,0.525,0.525,0.0
4,6,0,0,1,0.5399999999999999,0.5399999999999999,0.0
4,7,0,0,1,0.555,0.555,0.0
4,8,0,0,1,0.5700000000000001,0.5700000000000001,0.0
4,9,0,0,1,0.5850000000000001,0.5850000000000001,0.0
4,10,0,0,1,0.6,0.6,0.0
4,11,0,0,1,0.615,0.615,0.0
4,12,0,0,1,0.6300000000000001,0.6300000000000001,0.0
4,13,0,0,1,0.645,0.645,0.0
4,14,0,0,1,0.66,0.66,0.0
4,15,0,0,1,0.675,0.675,0.0
4,16,0,0,1,0.69,0.69,0.0
4,17,0,0,1,0.7050000000000001,0.7050000000000001,0.0
4,18,0,0,1,0.7200000000000001,0.7200000000000001,0.0
4,19,0,0,1,0.735,0.735,0.0
4,20,0,0,1,0.75,0.75,0.0
4,21,0,0,1,0.765,0.765,0.0
4,22,0,0,1,0.78,0.78,0.0
4,23,0,0,1,0.795,0.795,0.0
4,24,0,0,1,0.81,0.81,0.0
4,25,0,0,1,0.825,0.825,0.0
4,26,0,0,1,0.84,0.84,0.0
4,27,0,0,1,0.8550000000000001,0.8550000000000001,0.0
4,28,0,0,1,0.87,0.87,0.0
4,29,0,0,1,0.885,0.885,0.0
4,30,0,0,1,0.9,0.9,0.0
4,31,0,0,1,0.9016666666666668,0.9016666666666668,0.0
4,32,0,0,1,0.9033333333333334,0.9033333333333334,0.0
4,33,0,0,1,0.905,0.905,0.0
4,34,0,0,1,0.9066666666666666,0.9066666666666666,0.0
4,35,0,0,1,0.9083333333333332,0.9083333333333332,0.0
4,36,0,0,1,0.91,0.91,0.0
4,37,0,0,1,0.9116666666666668,0.9116666666666668,0.0
4,38,0,0,1,0.9133333333333334,0.9133333333333334,0.0
4,39,0,0,1,0.915,0.915,0.0
4,40,0,0,1,0.9166666666666666,0.9166666666666666,0.0
4,41,0,0,1,0.9183333333333332,0.9183333333333332,0.0
4,42,0,0,1,0.92,0.92,0.0
4,43,0,0,1,0.9216666666666667,0.9216666666666667,0.0
4,44,0,0,1,0.9233333333333332,0.9233333333333332,0.0
4,45,0,0,1,0.925,0.925,0.0
4,46,0,0,1,0.9266666666666666,0.9266666666666666,0.0
4,47,0,0,1,0.9283333333333332,0.9283333333333332,0.0
4,48,0,0,1,0.93,0.93,0.0
4,49,0,0,1,0.9316666666666666,0.9316666666666666,0.0
4,50,0,0,1,0.9333333333333332,0.9333333333333332,0.0
4,51,0,0,1,0.935,0.935,0.0
4,52,0,0,1,0.9366666666666668,0.9366666666666668,0.0
4,53,0,0,1,0.9383333333333334,0.9383333333333334,0.0
4,54,0,0,1,0.94,0.94,0.0
4,55,0,0,1,0.9416666666666668,0.9416666666666668,0.0
4,56,0,0,1,0.9433333333333334,0.9433333333333334,0.0
4,57,0,0,1,0.945,0.945,0.0
4,58,0,0,1,0.9466666666666668,0.9466666666666668,0.0
4,59,0,0,1,0.9483333333333336,0.9483333333333336,0.0
4,60,0,0,1,0.95,0.95,0.0
4,61,0,0,1,0.9516666666666668,0.9516666666666668,0.0
4,62,0,0,1,0.9533333333333334,0.9533333333333334,0.0
4,63,0,0,1,0.955,0.955,0.0
4,64,0,0,1,0.9566666666666668,0.9566666666666668,0.0
4,65,0,0,1,0.9583333333333334,0.9583333333333334,0.0
4,66,0,0,1,0.96,0.96,0.0
4,67,0,0,1,0.9616666666666668,0.9616666666666668,0.0
4,68,0,0,1,0.9633333333333332,0.9633333333333332,0.0
4,69,0,0,1,0.965,0.965,0.0
4,70,0,0,1,0.9666666666666668,0.9666666666666668,0.0
4,71,0,0,1,0.9683333333333334,0.9683333333333334,0.0
4,72,0,0,1,0.97,0.97,0.0
4,73,0,0,1,0.9716666666666666,0.9716666666666666,0.0
4,74,0,0,1,0.9733333333333332,0.9733333333333332,0.0
4,75,0,0,1,0.975,0.975,0.0
4,76,0,0,1,0.9766666666666668,0.9766666666666668,0.0
4,77,0,0,1,0.9783333333333334,0.9783333333333334,0.0
4,78,0,0,1,0.98,0.98,0.0
4,79,0,0,1,0.9816666666666668,0.9816666666666668,0.0
4,80,0,0,1,0.9833333333333332,0.9833333333333332,0.0
4,81,0,0,1,0.985,0.985,0.0
4,82,0,0,1,0.9866666666666668,0.9866666666666668,0.0
4,83,0,0,1,0.9883333333333332,0.9883333333333332,0.0
4,84,0,0,1,0.99,0.99,0.0
4,85,0,0,1,0.9916666666666668,0.9916666666666668,0.0
4,86,0,0,1,0.9933333333333334,0.9933333333333334,0.0
4,87,0,0,1,0.995,0.995,0.0
4,88,0,0,1,0.9966666666666666,0.9966666666666666,0.0
4,89,0,0,1,0.9983333333333332,0.9983333333333332,0.0
